name,type,betweenness,community
Marie McNab,mentioned_only,0.0,279
R. D. Fitzgerald,mentioned_only,0.0001286429978167,94
K.S. Inglis,mentioned_only,0.0,63
Robert Watt,mentioned_only,0.0,63
Clive Fitts,mentioned_only,0.0,216
Grahame Johnstone,mentioned_only,0.0001943774077566,216
Harry Maude,mentioned_only,0.0003213844388512,216
Ambrose Dyson,mentioned_only,0.0,94
Bruce Petty,mentioned_only,0.0,94
Eric Lambert,mentioned_only,0.0,94
Eva Setton,mentioned_only,0.0,94
Evgenii Yevtushenko,mentioned_only,0.0,94
Francis Joseph,mentioned_only,0.0,94
Howard Fast,mentioned_only,0.0,94
Mrs John Wren,mentioned_only,0.0,94
Neville Shute,mentioned_only,0.0,94
née Katz,mentioned_only,0.0,94
Bertha Walker,mentioned_only,0.0,64
Margaret Howells,mentioned_only,0.0,64
Ana Pollak,mentioned_only,0.0,35
Barrett Reid,mentioned_only,6.264730923231964e-05,35
Barry Dowling,mentioned_only,0.0,35
Bob Hammerly,mentioned_only,0.0,35
David Collins,mentioned_only,0.0,35
Don Baker,mentioned_only,0.0,116
Frank Gerard Kellaway,mentioned_only,0.0,35
George Dreyfus,mentioned_only,0.0003249239345943,96
Golden Dan,mentioned_only,0.0,35
Gordon Hawkins,mentioned_only,0.0,35
Greg Kratzmann,mentioned_only,0.0,35
John Cowper Powys,mentioned_only,0.0,35
Judy Warrington,mentioned_only,0.0,35
Judy Wharington,mentioned_only,0.0,35
Lorna Hay,mentioned_only,0.0,35
Mal Morgan,mentioned_only,0.0,35
Maria Lewitt,mentioned_only,0.0,35
Mike Kellaway,mentioned_only,0.0,35
Oliver Gasperini,mentioned_only,0.0,35
Sharyn Munro,mentioned_only,0.0,35
Suzanne Wilburne,mentioned_only,0.0,35
Tony Riddell,mentioned_only,0.0,35
Banjo Patterson,mentioned_only,0.0,40
Bartlett Adamson,mentioned_only,0.0,65
Clem Christesen,mentioned_only,0.005099137352937,65
Jean Devanny,mentioned_only,0.0,65
Will Lawson,mentioned_only,0.0,65
Anzac Memorial,mentioned_only,0.0,186
Charles Kingsford-Smith,mentioned_only,0.0003791750632071,186
Charles Ulm,mentioned_only,0.0,186
Ann Carr-Boyd,mentioned_only,0.0,96
Fred Blanks,mentioned_only,0.0,96
Fred R. Blanks,mentioned_only,0.0,96
Fritz Mayer,mentioned_only,0.0,96
Jervis Bay',mentioned_only,0.0,96
Larry Sitsky,mentioned_only,0.0,96
Stuart Challender,mentioned_only,0.0,96
Warren Thomson,mentioned_only,0.0,96
opera libretti,mentioned_only,0.0,96
Fred Macartney,mentioned_only,0.0,231
Frederick Robinson,mentioned_only,0.0,232
St John,mentioned_only,0.0,232
Emeritus Fellow,mentioned_only,0.0,66
Emeritus Geoffrey,mentioned_only,0.0,66
Emeritus Reader,mentioned_only,0.0,66
Jesus College,mentioned_only,0.0,66
Joint Veblen - Commons Awardee,mentioned_only,0.0,66
MS Acc04.196,mentioned_only,0.0,66
Beverley Kingston,mentioned_only,0.0008393767264782,186
Diane Barwick,mentioned_only,0.0,186
Edmund Barton,mentioned_only,0.0028412550894485,186
Encyclopedia Britannica,mentioned_only,0.0,186
Geoffrey Bolton,mentioned_only,0.0,186
Jan Kociumbas,mentioned_only,0.0,186
MS Acc06.118,mentioned_only,0.0,186
Paul Hasluck,mentioned_only,0.0079994615749088,160
Richard Boyer,mentioned_only,0.0008369174940671,186
Richard Daintree,mentioned_only,0.0,186
Brad Cordell,mentioned_only,0.0,233
G. C. Bleeck,mentioned_only,0.0,233
Marjorie Bleeck,mentioned_only,0.0,233
St Peter,mentioned_only,0.0,233
Alexander B. Griswold,mentioned_only,0.0,234
Gordon H. Luce,mentioned_only,0.0,234
Gordon Hannington Luce,mentioned_only,0.0,234
Captain Cook,mentioned_only,0.0,62
G. J. Walker,mentioned_only,0.0,62
Arthur Upfield,mentioned_only,3.094047520991903e-06,186
H.G. Wells,mentioned_only,9.087013465672014e-06,186
Bill Ford,mentioned_only,0.0,67
Clyde Cameron,mentioned_only,0.0,67
Joan Ford,mentioned_only,0.0,67
Lend Lease,mentioned_only,0.0,67
Arthur Tange,mentioned_only,9.612260970155278e-05,206
Charles Garrard,mentioned_only,0.0,206
Garfield Barwick,mentioned_only,0.0099345437190154,206
Chris Wallace-Crabb,mentioned_only,0.0,179
Christopher Snee,mentioned_only,0.0,179
David Keeling,mentioned_only,0.0,179
Gary Alfred Catalano,mentioned_only,0.0,179
Ned Johnson,mentioned_only,0.0,179
Nick Mourtzakis,mentioned_only,0.0,179
Retta Hemensley,mentioned_only,0.0,179
Rick Amor,mentioned_only,0.0,179
Robert Rooney,mentioned_only,0.0,179
Ross Lansell,mentioned_only,0.0,179
Rudi Kausmann,mentioned_only,0.0,179
The Harold White Fellowship Catalano,mentioned_only,0.0,179
Gary Francis Neat,mentioned_only,0.0,68
Cyril Parry,mentioned_only,0.0,116
J.A. La Nauze,mentioned_only,0.0004801612792411,186
John La Nauze,mentioned_only,0.0004657849240115,116
Michael Davie,mentioned_only,0.0,116
N.J. Flanagan,mentioned_only,0.0,116
Pat Lane,mentioned_only,0.0,116
Peter Durack,mentioned_only,0.0,116
Tom Goodman,mentioned_only,0.0,116
Craig Wilcox,mentioned_only,2.2466143332603976e-05,64
Ernest Scott,mentioned_only,0.0003305396419695,186
Alister Kershaw,mentioned_only,0.0012914987657927,176
Bob Brissenden,mentioned_only,0.0,176
Donald Kerr,mentioned_only,0.0,176
George Bailey,mentioned_only,0.0,176
Hal Missingham,mentioned_only,0.0002353236650877,176
Helen Blackburn,mentioned_only,0.0,176
Henry Dutton,mentioned_only,0.0,176
Jeffrey Smart,mentioned_only,0.0003780998377398,176
Norman A. Jeffares,mentioned_only,0.0,176
Roy Campbell,mentioned_only,0.0,176
Walter Crocker,mentioned_only,2.89106766544689e-05,176
1.96 m,mentioned_only,0.0,206
Anthony Mason,mentioned_only,0.0,206
John Barry,mentioned_only,0.0,206
John Latham,mentioned_only,0.0018853409516178,206
John Norris,mentioned_only,0.0,206
Martin Kriewaldt,mentioned_only,0.0,206
Owen Dixon,mentioned_only,0.0,206
Percy Joske,mentioned_only,0.0,206
Trevor Rapke,mentioned_only,0.0,206
George King,mentioned_only,0.0,69
John Caiger,mentioned_only,0.0,52
MS Acc06.075,mentioned_only,0.0,52
B. O'Dowd,mentioned_only,0.0,296
C. B. Christesen,mentioned_only,0.0002182181400009,94
C. J. Brennan,mentioned_only,0.0,296
C. Roderick,mentioned_only,0.0,296
D. O'Reilly,mentioned_only,0.0,296
D. Stewart,mentioned_only,0.0,296
E. David,mentioned_only,0.0,296
E. M. Miller,mentioned_only,0.0,296
E. Shackleton,mentioned_only,0.0,296
E. V. Timms,mentioned_only,0.0,296
Eve Langley,mentioned_only,0.0,296
F. Clune,mentioned_only,0.0,296
F. D. Davidson,mentioned_only,0.0,296
Furnley Maurice,mentioned_only,0.0002885887401551,94
G. A. Wilkes,mentioned_only,0.0,296
Gilbert Mont,mentioned_only,0.0,296
H. M. Green,mentioned_only,0.0,296
H. V. Evatt,mentioned_only,0.0,296
J. A. Ferguson,mentioned_only,0.0032430528806178,296
J. H. Scullin,mentioned_only,0.0008467555902469,172
J. McAuley,mentioned_only,0.0,296
J. W. Wright,mentioned_only,0.0,296
K. I. Mackenzie,mentioned_only,0.0,296
K. Slessor,mentioned_only,0.0,296
L. Haylen,mentioned_only,0.0,296
M. Franklin,mentioned_only,0.0,296
M. H. Ellis,mentioned_only,0.0,296
M. Harris,mentioned_only,0.0,296
Mary Durack,mentioned_only,0.0002182181400009,94
P. Hasluck,mentioned_only,0.0,296
P. Mander-Jones,mentioned_only,0.0,296
R. G. Menzies,mentioned_only,0.0,296
R. H. Croll,mentioned_only,0.0001123459512391,82
R. R. Garran,mentioned_only,0.0010005354434999,296
S. A. Rosa,mentioned_only,0.0,296
S. H. Prior,mentioned_only,0.0,296
W. Crowther,mentioned_only,0.0,296
Mary Ann Owen,mentioned_only,0.0,70
Thomas Bury,mentioned_only,0.0,235
William Ker,mentioned_only,0.0,235
Robert B. Goodman,mentioned_only,0.0,177
George Mackaness',mentioned_only,0.0,94
A. B. Paterson,mentioned_only,0.0,82
David Scott Mitchell,mentioned_only,0.0,82
J. F. Archibald,mentioned_only,0.0,82
J. P. Abbott,mentioned_only,0.0,82
John Ferguson,mentioned_only,0.0014532605461425,27
Langer Owen,mentioned_only,0.0,82
Marie Corelli,mentioned_only,0.0,82
Nellie Melba,mentioned_only,0.0,82
W. Clinton,mentioned_only,0.0,82
W. D. M. Merewether,mentioned_only,0.0,82
W. M. Hughes,mentioned_only,0.0021080511988148,296
Gerard Gill Firth,mentioned_only,0.0,3
Roland Wilson,mentioned_only,0.0,3
Gerald Glynn O'Collins,mentioned_only,0.0,236
Gerald O'Collins,mentioned_only,0.0,236
Patrick McMahon,mentioned_only,0.0,236
Eardley Turner,mentioned_only,0.0,237
Arthur John Hicks',mentioned_only,0.0,24
Curtis Brown,mentioned_only,0.0018159849990898,24
Dr Gwyneth M. Dow,mentioned_only,0.0,24
Elizabeth Boleman-Herring,mentioned_only,0.0,24
George Bouras,mentioned_only,0.0,24
John McLaren,mentioned_only,0.0,24
Kate Grenville,mentioned_only,4.901748987574358e-05,116
MS Acc04.172,mentioned_only,0.0,24
Neil Stewart,mentioned_only,0.0,94
Muriel Wilkinson,mentioned_only,0.0,238
Edwin Graham Perkin,mentioned_only,0.0,239
Ron Armstrong,mentioned_only,0.0,239
District Officer,mentioned_only,0.0,72
Gus O'Donnell,mentioned_only,0.0,72
Leonie O'Donnell,mentioned_only,0.0,72
Gwen Harwood AO,mentioned_only,0.0,35
J.R. Sergeant,mentioned_only,0.0,35
Louis Johnson,mentioned_only,0.0,35
Thomas Riddell,mentioned_only,0.0,35
Ainsworth Harrison,mentioned_only,0.0,206
Charles Goldsmith,mentioned_only,0.0,206
Charles Moses,mentioned_only,0.0002603087616949,206
F. D. Clewlow,mentioned_only,0.0,206
Frank Zeppel,mentioned_only,0.0,206
Gladys Bluett,mentioned_only,0.0,206
James Pratt,mentioned_only,0.0,206
John Bluett,mentioned_only,0.0,206
John Douglas,mentioned_only,0.0,206
Leslie Rees,mentioned_only,0.0025145854570436,206
W. Cousins,mentioned_only,0.0002061544907049,206
Avril McBurnie,mentioned_only,0.0,73
Brian Stockfeld,mentioned_only,0.0,73
Catherine Eldridge,mentioned_only,0.0,73
David Eldridge,mentioned_only,0.0,73
David Stockfeld,mentioned_only,0.0,73
Doris Brisbane,mentioned_only,0.0,73
Dorothy Meissner,mentioned_only,0.0,73
Elizabeth Eldridge,mentioned_only,0.0,73
Iris Stockfeld,mentioned_only,0.0,73
James Eldridge,mentioned_only,0.0,73
Ken Eldridge,mentioned_only,0.0,73
Margaret Murray,mentioned_only,0.0,73
Marian Eldrige,mentioned_only,0.0,73
Rebecca Stockfeld,mentioned_only,0.0,73
Sue Stockfeld,mentioned_only,0.0,73
Ted Ford,mentioned_only,0.0,73
nee Stott,mentioned_only,0.0,73
David Meale,mentioned_only,0.0,84
Gwendolen Florence Walker-Smith,mentioned_only,0.0,84
Jean Saxelby,mentioned_only,0.0,84
NLA MS 8617,mentioned_only,0.0,84
Geelong Grammar,mentioned_only,0.0010315917344279,74
Henry Baynton Somer,mentioned_only,0.0,74
Henry Somer,mentioned_only,0.0,74
Jo Gullett,mentioned_only,0.0,74
Albert Einstein,mentioned_only,0.0,94
Billy Hughes,mentioned_only,0.0,94
F. A. Todd,mentioned_only,0.0,94
H. Duncan Hall,mentioned_only,0.0,94
H. Lauterpacht,mentioned_only,0.0,94
Hessel Duncan Hall,mentioned_only,0.0,94
J.C. Smuts,mentioned_only,0.0002011097884406,62
John Anderson,mentioned_only,0.0,94
Lord Baillieu,mentioned_only,0.0,94
NLA MS 7229,mentioned_only,0.0,94
W. Yandell Elliott,mentioned_only,0.0,94
Hesba Fay Pixie Brinsmead,mentioned_only,0.0,239
Peter Seeger,mentioned_only,0.0,239
R. Ramberger,mentioned_only,0.0,239
Frank Johnson,mentioned_only,0.0,40
Geoff Drake-Brockman,mentioned_only,0.0,40
Harley Davison,mentioned_only,0.0,40
J. Fergusson-Stewart,mentioned_only,0.0,40
Martin E. Jull,mentioned_only,0.0,40
Myra Morris,mentioned_only,0.0011583496103445,40
Roberta Jull,mentioned_only,0.0,40
Stuart Sayers,mentioned_only,0.0010610193473486,40
Harold James Oliver,mentioned_only,0.0,240
John Ford,mentioned_only,0.0,240
Robert Howard,mentioned_only,0.0,240
William Shakespeare,mentioned_only,0.0,240
H.W. King,mentioned_only,0.0,75
Joy Robinson,mentioned_only,0.0,64
MS Acc00.203,mentioned_only,0.0,241
Carmen Blacker,mentioned_only,0.0,84
Christopher Brennan Award,mentioned_only,0.0004456256634351,84
Ern Malley,mentioned_only,0.0,84
Harold Frederick Stewart,mentioned_only,0.0,84
Heinz Karrer,mentioned_only,0.0,84
Henry Horwege,mentioned_only,0.0,84
Michael Heyward,mentioned_only,7.680909941000124e-05,160
Milton Moon,mentioned_only,0.0,84
Mrs Jauncey,mentioned_only,0.0,84
Mrs M. Jauncey,mentioned_only,0.0,84
Peter Kelly,mentioned_only,0.0,84
Peter Talbot Wilcox,mentioned_only,0.0,84
Ruth Niland,mentioned_only,0.0,84
T. Graham Fisher,mentioned_only,0.0,84
E. Bedford,mentioned_only,0.0,76
M. Fraser,mentioned_only,0.0,76
Mrs Cooke,mentioned_only,0.0,76
Lao Tze,mentioned_only,0.0,242
Alfred John Jarvis,mentioned_only,0.0,82
Bernard O'Dowd,mentioned_only,0.0047378075138224,82
E.J. Turner,mentioned_only,0.0,82
John Shaw Neilson',mentioned_only,0.0,82
Marie Pitt,mentioned_only,0.0,82
Inferno Quarterley,mentioned_only,0.0,52
John Hargrave,mentioned_only,0.0031378485508208,52
Leslie Hedley,mentioned_only,0.0,52
Hazel de Berg,mentioned_only,0.0,74
Ian Fairweather,mentioned_only,0.0004851921663168,74
Mary Lisle,mentioned_only,0.0,74
Rodney A. Milgate,mentioned_only,0.0,74
Roger B. Joyce,mentioned_only,0.0,243
Samuel Griffith,mentioned_only,0.0,243
Helen Armstrong,mentioned_only,0.0,77
Millicent Armstrong,mentioned_only,0.0,77
Joe Cinque,mentioned_only,0.0,160
Dark Moon,mentioned_only,0.0,79
Henry Gullett,mentioned_only,0.0,79
John Ramsden Lyall,mentioned_only,0.0,79
L. A. B. Heney,mentioned_only,0.0,79
Paul Edward Strzelecki,mentioned_only,0.0,79
T. W. Heney,mentioned_only,0.0,79
Tessa Milne,mentioned_only,0.0,244
George G. Harrap,mentioned_only,0.0,245
Henry James,mentioned_only,0.0,245
Andrew Fisher,mentioned_only,0.0013061361519145,201
Henry Boote,mentioned_only,0.0,201
P.R. Stephensen,mentioned_only,0.0,201
Photographs of Boote,mentioned_only,0.0,201
Queensland Worker,mentioned_only,0.0,201
Colin Watts,mentioned_only,0.0,80
John Garvin,mentioned_only,0.0,80
Matthew Henry Marsh,mentioned_only,0.0,80
E. Purdie,mentioned_only,0.0,279
Ethel F. L. Robertson,mentioned_only,0.0,279
Ethel Florence Lindesay Richardson,mentioned_only,0.0,279
Harry Price,mentioned_only,0.0,279
Harry Price Library,mentioned_only,0.0,279
Jacob Schwartz,mentioned_only,0.0,279
Lucie Daye,mentioned_only,0.0,279
Mary Kernot,mentioned_only,0.0,279
Maurice Guest',mentioned_only,0.0,279
"Mfm G 22,962-Mfm G 22,991",mentioned_only,0.0,279
Mitchell Library,mentioned_only,0.0006086657776989,82
Mrs Robertson,mentioned_only,0.0,279
Neils Lyhne,mentioned_only,0.0,279
Oliver Stonor,mentioned_only,0.0,279
Paul Solanges,mentioned_only,0.0,279
W.L. Richardson,mentioned_only,0.0,279
Walter Lindesay Richardson,mentioned_only,0.0,279
Henry J. Cowan,mentioned_only,0.0,81
Frederick C. Kendall,mentioned_only,0.0,84
Mrs E.K. Bowden,mentioned_only,0.0,84
Nettie M. Bowden,mentioned_only,0.0,84
Thomas Kendall,mentioned_only,0.0,84
Frank Reid,mentioned_only,0.0,82
Grace McManus,mentioned_only,0.0,82
H.A. Potts,mentioned_only,0.0,82
John Reynolds,mentioned_only,0.0,186
Joy Damousi,mentioned_only,0.0,186
Margaret Lyne,mentioned_only,0.0,186
Marilyn Lake,mentioned_only,0.0,186
Anton Lucas,mentioned_only,0.0,265
Betty Feith,mentioned_only,0.0,265
Bert Mishael,mentioned_only,0.0,74
Beryl Halinboing,mentioned_only,0.0,74
Irene Dowesing,mentioned_only,0.0,74
Government House,mentioned_only,0.0,83
Henry Halloran,mentioned_only,0.0,83
Hercules George Robert Robinson,mentioned_only,0.0,83
Hercules Robinson,mentioned_only,0.0,83
Lady Robinson,mentioned_only,0.0,83
Arthur Thomas Erroll Hay,mentioned_only,0.0,74
Hertha Louise,mentioned_only,0.0,74
John Erroll Audley Hay,mentioned_only,0.0,74
Lady Hay,mentioned_only,0.0,74
Lady Hertha,mentioned_only,0.0,74
Lady Hertha Hay,mentioned_only,0.0,74
Eric Rolls,mentioned_only,0.0,35
MS Acc13.059,mentioned_only,0.0,24
MS Acc13.076,mentioned_only,0.0,24
MS Acc13.089,mentioned_only,0.0,24
Pan Macmillan,mentioned_only,0.0,24
Patricia Edgar,mentioned_only,0.0,24
Tim Burstall,mentioned_only,0.0,24
Charles Lydiard Abbott,mentioned_only,0.0,186
Edmund de Rothschild,mentioned_only,0.0,186
Hudson Fysh,mentioned_only,0.0023572743306871,186
Keith Officer,mentioned_only,0.0,186
Keith Walter,mentioned_only,0.0,186
Lady Gowrie,mentioned_only,0.0,186
Mrs Abbott,mentioned_only,0.0,186
Robert Garren,mentioned_only,0.0,186
Alexander Dennis,mentioned_only,0.0,160
Celia Scott,mentioned_only,0.0,160
George Fraser,mentioned_only,0.0,160
Henry Purcell,mentioned_only,0.0,160
Honor Thwaites',mentioned_only,0.0,160
MS Acc09.71,mentioned_only,0.0,160
Michael Thwaites',mentioned_only,0.0,160
Terence A. Williams,mentioned_only,0.0,160
Vladimir Petrov,mentioned_only,0.0,160
Lenox Hewitt,mentioned_only,0.0,246
Donald M. Erb,mentioned_only,0.0,94
Ernest G. Moll,mentioned_only,0.0,94
Ernest Moll,mentioned_only,0.0,94
Nieva Moll,mentioned_only,0.0,94
Professors Hyde,mentioned_only,0.0,94
Douglas Galbraith,mentioned_only,0.0,206
Dr Williams,mentioned_only,0.0,206
Lady Latham,mentioned_only,0.0,206
Lady White,mentioned_only,0.0,206
Ellie Pullin,mentioned_only,0.0,27
John S. Ryan,mentioned_only,0.0,27
Pan Books,mentioned_only,0.0,27
Autograph MSS,mentioned_only,0.0,82
Allan Patience,mentioned_only,0.0,116
Bettina Cass,mentioned_only,0.0,116
David Donnison,mentioned_only,0.0,116
Derry Jeffares,mentioned_only,5.613841019762626e-05,176
Don Watson,mentioned_only,0.0,116
H.C. Coombs,mentioned_only,0.0,116
Inga Clendinnen,mentioned_only,0.0,116
Israel Getzler,mentioned_only,0.0,116
Ivan Szelenyi,mentioned_only,0.0,116
Jack Smart,mentioned_only,0.0,116
James Friguglietti,mentioned_only,0.0,116
John Langmore,mentioned_only,0.0,116
Mark Peel,mentioned_only,0.0,116
Martin Rein,mentioned_only,0.0,116
Michael Young,mentioned_only,0.0,116
Pat Stretton,mentioned_only,0.0,116
Paul Streeton,mentioned_only,0.0,116
Peter Munz,mentioned_only,0.0,116
Richard Kennedy,mentioned_only,0.0,116
Sol Encel,mentioned_only,0.0,116
Hugh Clarke,mentioned_only,0.0,85
Ben McGuire,mentioned_only,0.0,116
Brian Laver,mentioned_only,0.0,116
Bruce McFarlane,mentioned_only,0.0,116
Caroline Lurie,mentioned_only,0.0005522966130019,40
Euan Upston,mentioned_only,0.0,116
Graham Rowlands,mentioned_only,0.0,116
Greg Mackie,mentioned_only,0.0,116
Jack Mundey,mentioned_only,0.0,116
Jenny Darling,mentioned_only,0.0,116
Judy McQueen,mentioned_only,0.0,116
Kathy Bail,mentioned_only,0.0,116
Lindsay Fraser,mentioned_only,0.0,116
Neil Beckhaus,mentioned_only,0.0,116
Nicholas Pounder,mentioned_only,0.0,116
Peter Curtis,mentioned_only,0.0,116
Peter Lyssiotis,mentioned_only,0.0004779236500582,179
Ruth Blair,mentioned_only,0.0,116
Sarah de Jong,mentioned_only,0.0,116
Stephen McDonald,mentioned_only,0.0,116
Ted Reithmuller,mentioned_only,0.0,116
Tom Fitzgerald,mentioned_only,0.0003934809107333,116
Tom Roberts,mentioned_only,0.0014228705567874,186
Tony Twigg,mentioned_only,0.0,116
Walter Struve,mentioned_only,0.0,116
Ian Gust,mentioned_only,0.0,248
Neal Blewett,mentioned_only,0.0,248
Ian Neil Templeman,mentioned_only,0.0,160
John Macgregor,mentioned_only,0.0,160
MS Acc03.016,mentioned_only,0.0,160
Peter Lalor,mentioned_only,7.267908001325481e-05,247
Barbara Mobbs,mentioned_only,0.0001565929161899,177
CM Ketkar,mentioned_only,0.0,177
Catherine Hanan,mentioned_only,0.0,177
Daniel Stephenson,mentioned_only,0.0,177
Daniela Benussi,mentioned_only,0.0,177
Eda Zahl,mentioned_only,0.0,177
Fran Siegel,mentioned_only,0.0,177
Isobelle Carmody,mentioned_only,0.0,177
Jeff Buchanan,mentioned_only,0.0,177
Jenny Pausacker,mentioned_only,0.0,177
Joan Long,mentioned_only,0.0006107840744667,216
John Paramor,mentioned_only,0.0,177
Lynn Sellwood,mentioned_only,0.0,177
Matthew Curlewis,mentioned_only,0.0,177
Mick Young,mentioned_only,0.0,177
Penny Chapman,mentioned_only,0.0,177
Phillip Retsky,mentioned_only,0.0,177
Robert Ray,mentioned_only,0.0,177
Sheila Power,mentioned_only,0.0,177
Sidonie Scott,mentioned_only,0.0,177
Vicki Molloy,mentioned_only,0.0,177
Zigmund Michalowski,mentioned_only,0.0,177
C.H. Chomley,mentioned_only,0.0,74
Eliza Chomley,mentioned_only,0.0,74
Evelyn Waugh,mentioned_only,0.0,74
H.G. Elliott C.B,mentioned_only,0.0,74
Laurie Taylor,mentioned_only,0.0,74
Penleigh Boyd,mentioned_only,0.0,74
R.L. Outhwaite,mentioned_only,0.0,74
T.T. a'Beckett,mentioned_only,0.0,74
Warrick Gould,mentioned_only,0.0,74
a'Beckett Marsh,mentioned_only,0.0,74
Barbara Hunger,mentioned_only,0.0,306
Barbara Kerr Wilson,mentioned_only,0.0007939630108576,24
Bluey Truscott,mentioned_only,0.0,306
David Harris,mentioned_only,0.0,306
Elizabeth Southall,mentioned_only,0.0,306
Ivan Francis Southall,mentioned_only,0.0,306
Jennifer Rowe,mentioned_only,0.0,306
John Abernethy,mentioned_only,0.0,306
Joy Southall,mentioned_only,0.0,306
Judith Fisher,mentioned_only,0.0,306
MS Acc15.075,mentioned_only,0.0,306
Margaret Giumelli,mentioned_only,0.0,306
Marilyn Malin,mentioned_only,0.0,306
Moira Thomas,mentioned_only,0.0,306
Nina Demourova,mentioned_only,0.0,306
Norma Jean Sawicki,mentioned_only,0.0,306
Orie Muta,mentioned_only,0.0,306
Patrick Hardy,mentioned_only,0.0,306
Susan Hirchman,mentioned_only,0.0,306
Susan Hirswich,mentioned_only,0.0,306
Susan Southall,mentioned_only,0.0,306
Hubert Opperman,mentioned_only,0.0,86
James Austin Copland,mentioned_only,0.0,86
Jamie) Mackie,mentioned_only,0.0,86
Cecil Sharpley,mentioned_only,0.0,87
Eric Ashby,mentioned_only,0.0,87
J.A. Alexander,mentioned_only,0.0,87
J.J. Maloney,mentioned_only,0.0,87
John Gale,mentioned_only,0.0,87
Joseph A. Alexander,mentioned_only,0.0,87
Joseph Aloysius Alexander,mentioned_only,0.0,87
St Patrick,mentioned_only,0.0,87
Dorothy Brigden,mentioned_only,0.0,88
Leslie Campbell-Brown,mentioned_only,0.0,88
John Bradley Hirst,mentioned_only,0.0,249
F.G. Engel,mentioned_only,0.0,116
Faith Bandler,mentioned_only,0.0,116
Jack Horner,mentioned_only,0.0,116
Jean Horner,mentioned_only,0.0,116
Lex Grey,mentioned_only,0.0,116
Voltaire Molesworth,mentioned_only,0.0,250
John Legge,mentioned_only,0.0,89
Max Crawford,mentioned_only,0.0,89
H.V. Evatt,mentioned_only,0.0,251
John Farquharson,mentioned_only,1.19628232970676e-06,251
Joseph Gabriel,mentioned_only,0.0,251
Arthur Galton,mentioned_only,0.0,90
Born Sydney,mentioned_only,0.0,90
C. B. Fairfax,mentioned_only,0.0,90
Dennis Wheatley,mentioned_only,0.0,90
Dorothea MacKellar,mentioned_only,0.0,90
E. de Lelincount,mentioned_only,0.0,90
Ernest Thesiger,mentioned_only,0.0,90
Eva Fowler,mentioned_only,0.0,90
G. Y. Gordon,mentioned_only,0.0,90
Henry Lucy,mentioned_only,0.0,90
J. G. Fairfax,mentioned_only,0.0,90
James Fairfax,mentioned_only,0.0,90
Laurence Bingon,mentioned_only,0.0,90
Margherita Holmer,mentioned_only,0.0,90
Maurice Hare,mentioned_only,0.0,90
O. Shakespeare,mentioned_only,0.0,90
Richard Pryce,mentioned_only,0.0,90
Robert Bridges,mentioned_only,0.0,90
Samuel Hare,mentioned_only,0.0,90
W. Raleigh Lascelles Abercrombie,mentioned_only,0.0,90
Dorothy M. Catts,mentioned_only,0.0,276
J.H. Catts,mentioned_only,0.0,276
James Howard Catts,mentioned_only,0.0,276
William Webster,mentioned_only,0.0001160956701301,276
John Henniker Heaton,mentioned_only,0.0,91
Antony Flew,mentioned_only,0.0,252
David Armstrong,mentioned_only,0.006416858416547,252
David Lewis,mentioned_only,0.0,252
Donald Davidson,mentioned_only,0.0,252
Gilbert Ryle,mentioned_only,0.0110733873849306,252
John Jamieson,mentioned_only,0.0,252
John Leslie,mentioned_only,0.0,252
R.M. Hare,mentioned_only,0.0,252
W.V. Quine,mentioned_only,0.0,252
Francis Bugotu,mentioned_only,0.0,62
I. Scarle,mentioned_only,0.0,62
Ian Penna,mentioned_only,0.0,62
James L.O. Tedder,mentioned_only,0.0,62
James Tedder,mentioned_only,0.0,62
Jared Diamond,mentioned_only,0.0,62
Kotina Land,mentioned_only,0.0,62
Michael M. Townsend,mentioned_only,0.0,62
Raymond Firth,mentioned_only,0.0037647004915871,62
T. Russell,mentioned_only,0.0,62
Bert Thomas,mentioned_only,0.0,201
Hamish Mackinnon,mentioned_only,0.0,201
Harry Chinn,mentioned_only,0.0,201
James Evandale,mentioned_only,0.0,201
James Mckinnon Fowler,mentioned_only,0.0,201
J. M. Powell,mentioned_only,0.0,253
Grace Deck,mentioned_only,0.0,92
Harold Cazneaux,mentioned_only,0.0,92
John Northcote Deck,mentioned_only,0.0,92
Mary Deck,mentioned_only,0.0,92
Northcote Deck,mentioned_only,0.0,92
Queensland Kanaka Mission,mentioned_only,0.0,92
née Gibson,mentioned_only,0.0,92
J.P. McKinney,mentioned_only,0.0,113
Jack McKinney,mentioned_only,0.0,113
Australian Frontier,mentioned_only,0.0,206
Brian Hone,mentioned_only,0.0,206
Bruce Jeffcott,mentioned_only,0.0,206
Clem Semmler,mentioned_only,0.00490359733113,247
Geoffrey Fairbaim,mentioned_only,0.0,206
Jack Munster,mentioned_only,0.0,206
Jean Yule,mentioned_only,0.0,206
Josie Alder,mentioned_only,0.0,206
Spencer Zifcats,mentioned_only,0.0,206
Stephen Murray Smith,mentioned_only,0.0,206
John Robert Philip,mentioned_only,0.0,113
J.S. Weatherston,mentioned_only,0.0,93
Elsie McConnell,mentioned_only,0.0,94
Ralph de Boissiere,mentioned_only,0.0,94
Ric Throssell,mentioned_only,0.0005598838170757,94
Garrie Hutchinson,mentioned_only,0.0,160
J.D. Hainsworth,mentioned_only,0.0,160
John Tittenson,mentioned_only,0.0,160
Laurie Clancy,mentioned_only,0.000106556355128,160
Martin Friedel,mentioned_only,0.0,160
